3 5 2 8 9 6 1 7 16 10 11 12 4 15 14 13 18 20 17 19
4 14 13 5 7 2 6 1 3 8 12 11 15 19 10 9 16 17 20 18
12 2 3 15 1 7 6 14 9 16 5 4 8 13 10 11 20 18 19 17
16 12 1 9 2 7 4 14 3 5 6 11 8 10 13 15 19 18 20 17
3 2 12 4 1 5 7 15 6 11 16 14 13 18 8 9 10 17 20 19
4 3 2 1 8 10 13 9 15 11 5 12 16 14 17 6 7 19 20 18
2 1 5 15 12 4 3 9 13 7 16 6 11 14 8 10 18 20 17 19
15 2 1 6 3 4 7 9 19 13 16 11 14 5 12 10 8 20 17 18
1 3 5 4 14 7 2 6 9 10 13 12 11 8 16 15 19 18 17 20
1 4 3 6 8 10 2 5 12 9 7 13 14 15 11 20 17 16 18 19
4 1 2 8 10 6 14 12 3 13 5 9 7 11 17 15 16 19 20 18
7 9 2 5 1 11 10 3 6 8 4 15 13 16 14 12 18 17 20 19
1 4 3 16 6 9 2 12 7 13 15 11 18 5 8 14 10 17 20 19
7 1 4 6 12 10 8 3 2 11 5 9 13 16 15 14 18 20 19 17
3 1 9 10 2 4 11 6 19 13 8 12 14 5 16 20 18 7 15 17
12 3 2 1 8 7 4 9 10 6 16 5 11 18 14 15 13 17 19 20
2 16 3 5 13 1 14 15 4 8 10 6 7 11 20 9 12 18 17 19
1 11 2 3 6 10 9 16 15 7 14 4 13 8 12 5 20 17 18 19
7 4 2 1 3 15 8 12 5 10 6 14 11 17 16 9 19 13 20 18
16 11 4 13 3 9 10 1 2 12 5 6 14 7 8 15 19 18 17 20
13 2 10 3 14 1 11 4 5 6 8 9 16 7 12 15 17 20 19 18
2 5 13 7 1 15 4 11 10 6 3 12 14 9 16 8 20 17 19 18
19 3 8 4 12 6 1 5 2 13 10 14 20 16 15 7 11 9 18 17
10 3 9 14 1 12 6 11 13 4 2 5 16 7 15 19 8 17 20 18
1 8 5 3 9 2 12 6 4 11 13 7 10 17 18 15 16 14 19 20
13 14 15 6 8 4 1 5 3 10 11 2 16 9 12 7 20 19 17 18
13 6 4 1 2 3 7 11 5 12 14 20 16 10 8 15 9 19 17 18
1 4 12 7 10 3 5 14 13 8 2 6 15 11 20 9 16 17 19 18
11 9 13 6 4 7 2 1 5 12 14 8 3 10 16 15 17 20 19 18
7 2 1 8 3 6 4 5 14 9 12 10 11 15 13 16 20 19 18 17
6 3 1 15 8 10 2 5 4 12 9 14 13 7 11 16 17 19 18 20
4 6 1 5 15 3 2 7 8 14 16 11 9 10 13 12 20 19 17 18
16 1 6 9 3 10 2 4 5 8 14 12 11 7 13 15 19 18 20 17
10 1 11 4 2 3 8 6 12 13 5 16 9 15 14 7 18 19 20 17
3 8 4 15 6 1 16 2 5 11 7 12 10 9 13 17 14 19 20 18
4 13 2 1 5 8 3 16 9 10 7 14 6 15 12 11 18 19 20 17
7 16 13 11 1 10 4 15 3 14 5 8 2 6 9 20 12 17 18 19
10 3 14 11 12 1 16 8 2 5 4 7 13 17 6 9 20 19 15 18
3 10 16 1 4 11 2 8 9 13 6 15 19 14 5 12 7 18 17 20
3 4 2 14 7 1 10 13 16 8 6 11 12 5 15 20 17 9 19 18
