1 20 7 2 17 10 4 19 12 14 9 15 6 5 18 13 3 11 16 8
2 1 15 3 18 19 20 7 14 10 12 4 13 6 11 5 9 17 16 8
1 6 10 12 14 13 4 18 3 19 15 5 2 7 20 17 9 11 16 8
13 1 10 15 7 4 9 11 17 20 12 6 2 3 14 18 5 19 16 8
13 6 1 15 16 9 7 11 4 17 20 3 10 12 14 2 18 19 5 8
18 13 1 3 17 20 4 15 6 19 16 7 10 12 11 14 5 2 9 8
1 13 15 5 2 7 10 6 9 4 14 8 20 11 12 18 17 19 3 16
14 4 10 1 15 6 7 13 17 20 9 12 19 3 2 5 11 16 18 8
7 2 1 5 18 6 12 3 14 10 13 17 16 20 4 9 11 15 19 8
9 4 7 14 18 13 1 15 16 6 12 5 20 2 3 10 19 17 11 8
10 1 15 12 14 6 17 13 9 7 4 19 3 18 2 20 11 5 8 16
19 14 3 1 17 10 4 20 9 13 7 12 5 2 6 15 11 18 16 8
1 10 18 7 15 9 14 20 3 13 5 17 2 6 12 4 19 11 16 8
1 11 13 3 7 18 14 6 9 15 12 4 2 5 10 19 20 17 8 16
1 20 3 2 7 17 13 14 4 6 19 12 9 18 11 10 15 5 16 8
13 6 17 20 5 14 12 1 11 19 10 4 18 9 16 15 2 7 3 8
1 10 20 13 9 2 6 15 7 12 18 19 11 4 5 14 17 3 16 8
10 1 18 3 13 20 12 5 9 19 7 14 2 6 11 15 17 4 8 16
7 14 12 11 6 13 2 1 17 4 19 15 3 9 10 18 5 20 16 8
5 15 1 10 12 9 7 14 2 3 6 20 13 11 4 17 18 19 8 16
9 11 1 5 10 19 14 6 4 7 13 12 15 2 3 18 17 16 8 20
1 12 5 13 18 4 7 9 17 15 6 14 3 10 11 2 19 16 8 20
20 14 10 1 13 18 3 15 6 4 7 17 12 2 9 5 11 19 16 8
18 7 13 5 4 12 10 6 14 9 11 1 2 20 15 3 17 19 16 8
1 3 5 11 2 12 10 6 7 9 15 8 4 14 17 20 18 16 19 13
2 8 1 7 4 9 5 3 14 12 16 11 17 15 13 19 18 10 20 6
8 1 5 3 17 4 2 16 11 7 20 12 15 9 14 10 6 18 13 19
9 16 4 7 17 11 5 2 1 12 8 3 19 14 20 18 10 6 15 13
12 8 2 16 20 3 5 1 6 10 11 13 4 14 9 7 17 19 15 18
3 11 8 4 2 1 16 5 9 14 12 7 6 10 19 15 20 17 13 18
16 18 2 5 8 1 3 7 20 10 11 4 14 13 6 15 9 12 17 19
14 12 13 16 5 2 7 11 4 8 9 15 3 6 1 18 10 19 20 17
12 3 8 13 17 2 9 4 10 1 16 5 18 14 7 11 15 20 19 6
5 9 14 4 2 7 13 3 16 12 8 15 18 6 1 19 11 10 17 20
16 13 2 5 20 1 4 18 11 3 10 19 14 8 9 12 7 17 15 6
8 7 4 2 3 9 11 10 5 16 1 14 19 20 12 13 17 15 6 18
7 10 3 6 12 1 17 15 13 2 18 8 11 19 9 5 20 16 14 4
10 19 18 2 7 17 9 4 3 13 8 6 5 14 15 20 16 12 11 1
10 9 6 2 3 5 19 20 16 1 15 12 7 18 11 17 14 4 13 8
7 17 16 18 6 8 2 12 3 19 13 10 14 5 1 20 9 11 4 15
